symbol,exchange,shares_outstanding,public_float,short_interest_date,shares_sold_short,change_from_last,percent_of_float
TDSD,ARCA,6880000.0,,12/15/20,10483.0,697.79,
TDSE,ARCA,3430000.0,,12/31/20,4607.0,812.28,
TDTF,ARCA,21450000.0,,12/31/20,6892.0,-58.57,
TDTT,ARCA,50900000.0,,12/31/20,10554.0,-16.02,
TDVG,ARCA,1370000.0,,12/31/20,5603.0,-2.71,
TDW,NYSE,40360000.0,38480000.0,12/31/20,1040000.0,-1.6,2.71
TDY,NYSE,36950000.0,36390000.0,12/31/20,384851.0,-7.31,1.06
TEAF,NYSE,13490000.0,,12/31/20,13792.0,-22.16,
TEAM,NASDAQ,132160000.0,130610000.0,12/31/20,6890000.0,-17.04,5.27
TECB,ARCA,9900000.0,,12/31/20,2876.0,-76.73,
TECH,NASDAQ,38610000.0,38110000.0,12/31/20,353063.0,-38.46,0.93
TECK,NYSE,523299999.0,521250000.0,12/31/20,9180000.0,-1.42,1.76
TECL,ARCA,4550000.0,,12/31/20,83638.0,-31.38,
TECS,ARCA,7310000.0,,12/31/20,757463.0,4.97,
TECTP,NASDAQ,,,12/31/20,1264.0,-73.33,
TEDU,NASDAQ,46990000.0,45380000.0,12/31/20,495753.0,-11.62,1.09
TEF,NYSE,5530000000.0,5450000000.0,12/31/20,6020000.0,2.97,0.11
TEI,NYSE,,,12/31/20,17927.0,-67.51,
TEKK,NASDAQ,25000000.0,,12/31/20,282.0,0.0,
TEKKU,NASDAQ,25000000.0,,12/31/20,5768.0,22.57,
TEL,NYSE,330740000.0,329960000.0,12/31/20,2940000.0,-22.06,0.89
TELA,NASDAQ,14430000.0,9070000.0,12/31/20,121899.0,0.73,1.34
TELL,NASDAQ,330460000.0,206510000.0,12/31/20,28260000.0,-5.02,13.68
TEN,NYSE,61120000.0,59390000.0,12/31/20,4390000.0,-7.24,7.39
TENB,NASDAQ,103120000.0,68330000.0,12/31/20,2840000.0,-9.11,4.16
TENX,NASDAQ,14510000.0,12580000.0,12/31/20,3630000.0,12324.36,28.87
TEO,NYSE,125610000.0,125600000.0,12/31/20,1720000.0,0.81,1.37
TEQI,ARCA,860000.0,,12/31/20,9706.0,8.88,
TER,NASDAQ,166060000.0,165410000.0,12/31/20,8600000.0,-1.11,5.2
TERM,ARCA,700002.0,,12/31/20,3197.0,-47.6,
TESS,NASDAQ,8760000.0,5520000.0,12/31/20,50153.0,-2.61,0.91
TEVA,NYSE,1100000000.0,1100000000.0,12/31/20,33890000.0,3.76,3.09
TEX,NYSE,69300000.0,66090000.0,12/31/20,2060000.0,-15.68,3.12
TFC,NYSE,1350000000.0,1340000000.0,12/31/20,9150000.0,-11.13,0.68
TFC.PRF,NYSE,20000000.0,,12/31/20,35412.0,4.58,
TFC.PRG,NYSE,,,12/31/20,7753.0,83.42,
TFC.PRH,NYSE,,,12/31/20,10423.0,1.38,
TFC.PRI,NYSE,,,12/31/20,2430.0,-31.8,
TFC.PRO,NYSE,23000000.0,,12/31/20,156052.0,0.92,
TFC.PRR,NYSE,37000000.0,,12/31/20,38788.0,-31.64,
TFFP,NASDAQ,22290000.0,17760000.0,12/31/20,687097.0,46.38,3.87
TFI,ARCA,64849999.0,,12/31/20,721179.0,166.86,
TFII,NYSE,93360000.0,88810000.0,12/31/20,167454.0,-74.31,0.19
TFLO,ARCA,7500000.0,,12/31/20,5108.0,-51.3,
TFSL,NASDAQ,280560000.0,51460000.0,12/31/20,837205.0,3.85,1.63
TFX,NYSE,46570000.0,46370000.0,12/31/20,632914.0,2.55,1.36
TG,NYSE,33500000.0,28920000.0,12/31/20,953646.0,58.33,3.3
TGA,NASDAQ,72490000.0,,12/31/20,45620.0,70.59,
TGB,AMEX,279200000.0,268260000.0,12/31/20,321276.0,0.21,0.12
TGC,AMEX,10680000.0,10470000.0,12/31/20,157693.0,42.67,1.51
TGH,NYSE,50950000.0,45190000.0,12/31/20,1050000.0,-1.31,2.33
TGI,NYSE,52110000.0,51320000.0,12/31/20,1960000.0,-39.14,3.83
TGIF,ARCA,200000.0,,12/31/20,1823.0,-24.92,
TGLS,NASDAQ,46120000.0,20300000.0,12/31/20,181600.0,12.7,0.89
TGNA,NYSE,219240000.0,218230000.0,12/31/20,5650000.0,5.71,2.59
TGP,NYSE,86950000.0,49770000.0,12/31/20,90877.0,54.04,0.18
TGP.PRA,NYSE,,,12/31/20,4657.0,91.96,
TGP.PRB,NYSE,,,12/31/20,3842.0,402.88,
TGRW,ARCA,955000.0,,12/31/20,4038.0,0.22,
TGS,NYSE,77860000.0,69800000.0,12/31/20,495500.0,2.76,0.71
TGT,NYSE,500770000.0,499120000.0,12/31/20,5150000.0,-32.7,1.03
TGTX,NASDAQ,128919999.0,128020000.0,12/31/20,13650000.0,-0.18,10.66
TH,NASDAQ,101170000.0,33189999.0,12/31/20,1690000.0,2.37,5.08
THBR,NASDAQ,,33549999.0,12/31/20,394100.0,1701.68,1.17
THBRU,NASDAQ,,,12/31/20,501.0,-65.09,
THC,NYSE,105520000.0,103680000.0,12/31/20,5050000.0,-10.56,4.87
THCA,NASDAQ,,17430000.0,12/31/20,29779.0,39.15,0.17
THCAU,NASDAQ,,,12/31/20,406.0,-37.83,
THCB,NASDAQ,,27340000.0,12/31/20,342276.0,60.13,1.25
THCBU,NASDAQ,,,12/31/20,1696.0,-81.8,
THCX,ARCA,5350000.0,,12/31/20,46524.0,-82.84,
THD,ARCA,6000000.0,,12/31/20,341450.0,-29.0,
THFF,NASDAQ,13710000.0,12120000.0,12/31/20,92705.0,2.64,0.77
THG,NYSE,37250000.0,36920000.0,12/31/20,313843.0,26.9,0.85
THM,AMEX,194910000.0,165810000.0,12/31/20,443215.0,7.26,0.27
THMO,NASDAQ,7800000.0,5430000.0,12/31/20,755889.0,7.55,13.91
THNQ,ARCA,599936.0,,12/31/20,3753.0,12.97,
THO,NYSE,55200000.0,52960000.0,12/31/20,7350000.0,0.49,13.88
THQ,NYSE,41340000.0,,12/31/20,51595.0,-27.84,
THR,NYSE,33180000.0,32430000.0,12/31/20,430262.0,18.15,1.33
THRM,NASDAQ,32689999.0,32380000.0,12/31/20,770583.0,5.08,2.38
THRY,NASDAQ,31070000.0,,12/31/20,113989.0,57.85,
THS,NYSE,56510000.0,56110000.0,12/31/20,4350000.0,2.21,7.75
THTX,NASDAQ,77010000.0,75960000.0,12/31/20,1590000.0,-2.06,2.09
THW,NYSE,30100000.0,,12/31/20,306866.0,-0.54,
TIG,NASDAQ,51150000.0,,12/31/20,409567.0,3.74,
TIGO,NASDAQ,101210000.0,98600000.0,12/31/20,206092.0,-1.27,0.21
TIGR,NASDAQ,118480000.0,,12/31/20,770065.0,88.3,
TILE,NASDAQ,58670000.0,57510000.0,12/31/20,2660000.0,10.32,4.62
TIMB,NYSE,484160000.0,483020000.0,12/31/20,744316.0,-6.67,0.15
TINV,NYSE,27600000.0,,,,,
TIP,ARCA,211800000.0,,12/31/20,1000000.0,17.72,
TIPT,NASDAQ,33700000.0,20450000.0,12/31/20,276043.0,3.57,1.35
TIPX,ARCA,28800000.0,,12/31/20,210912.0,78.46,
TIPZ,ARCA,1980000.0,,12/31/20,14504.0,-44.44,
TISI,NYSE,30630000.0,29580000.0,12/31/20,1050000.0,5.07,3.55
TITN,NASDAQ,22560000.0,19220000.0,12/31/20,697346.0,-4.34,3.63
TJX,NYSE,1200000000.0,1200000000.0,12/31/20,13740000.0,15.11,1.15
TK,NYSE,101110000.0,68240000.0,12/31/20,2950000.0,-3.14,4.32
TKAT,AMEX,11270000.0,6050000.0,12/31/20,7121.0,218.33,0.12
TKC,NYSE,,873480000.0,12/31/20,430037.0,27.67,0.05
TKR,NYSE,75360000.0,66660000.0,12/31/20,800538.0,-0.01,1.2
TLC,NASDAQ,42080000.0,,12/31/20,7263.0,134.06,
TLGT,NASDAQ,5390000.0,21470000.0,12/31/20,300944.0,135.53,1.4
TLH,ARCA,9300000.0,,12/31/20,210300.0,111.73,
TLK,NYSE,,990500000.0,12/31/20,791726.0,26.09,0.08
TLMD,NASDAQ,76770000.0,36920000.0,12/31/20,1130000.0,8.52,3.05
TLND,NASDAQ,31760000.0,29670000.0,12/31/20,1340000.0,4.6,4.51
TLRY,NASDAQ,158260000.0,136840000.0,12/31/20,27730000.0,3.33,20.26
TLS,NASDAQ,63570000.0,53410000.0,12/31/20,215813.0,-4.6,0.4
TLSA,NASDAQ,97310000.0,,12/31/20,410662.0,24.3,
TLT,NASDAQ,112400000.0,,12/31/20,15390000.0,-6.26,
TLTD,ARCA,8800000.0,,12/31/20,2734.0,3193.98,
TLTE,ARCA,4700000.0,,12/31/20,10151.0,-27.83,
TLYS,NYSE,22470000.0,22000000.0,12/31/20,623888.0,5.14,2.84
TM,NYSE,,1400000000.0,12/31/20,884394.0,4.1,0.06
TMBR,AMEX,12030000.0,6410000.0,12/31/20,1230000.0,33.03,19.19
TMDI,NASDAQ,81550000.0,81440000.0,12/31/20,651266.0,18.65,0.8
TMDX,NASDAQ,27160000.0,23980000.0,12/31/20,850443.0,1.31,3.55
TME,NYSE,670670000.0,661690000.0,12/31/20,79920000.0,2.26,12.08
TMF,ARCA,8050000.0,,12/31/20,282165.0,43.24,
TMHC,NYSE,129940000.0,125380000.0,12/31/20,4050000.0,1.54,3.23
TMKRU,NASDAQ,27600000.0,,,,,
TMO,NYSE,396340000.0,395550000.0,12/31/20,2760000.0,17.18,0.7
TMP,AMEX,14930000.0,12940000.0,12/31/20,340229.0,9.05,2.63
TMPM,NASDAQ,10190000.0,,12/31/20,388.0,0.0,
TMPMU,NASDAQ,10190000.0,,12/31/20,1290.0,-69.76,
TMQ,AMEX,143000000.0,89780000.0,12/31/20,17367.0,-44.24,0.02
TMST,NYSE,45150000.0,35180000.0,12/31/20,2650000.0,15.9,7.52
TMTS,NASDAQ,20000000.0,,12/31/20,2308.0,-97.28,
TMTSU,NASDAQ,20000000.0,,12/31/20,1141.0,-60.06,
TMUS,NASDAQ,1240000000.0,555800000.0,12/31/20,11790000.0,10.63,2.12
TMV,ARCA,2069999.0,,12/31/20,123907.0,-12.06,
TMX,NYSE,132110000.0,131900000.0,12/31/20,2089999.0,-12.97,1.58
TNA,ARCA,17600000.0,,12/31/20,1580000.0,-24.66,
TNAV,NASDAQ,47520000.0,30270000.0,12/31/20,416403.0,-38.8,1.38
TNC,NYSE,18470000.0,18140000.0,12/31/20,301652.0,25.65,1.66
TNDM,NASDAQ,62190000.0,60400000.0,12/31/20,4070000.0,-6.8,6.73
TNET,NYSE,66629999.0,40090000.0,12/31/20,2029999.0,0.4,5.05
TNK,NYSE,33740000.0,28700000.0,12/31/20,1360000.0,-16.21,4.75
TNP,NYSE,18780000.0,12540000.0,12/31/20,270467.0,-22.1,2.16
TNP.PRD,NYSE,,,12/31/20,3191.0,-25.15,
TNP.PRE,NYSE,,,12/31/20,2765.0,13.27,
TNP.PRF,NYSE,,,12/31/20,733.0,-66.42,
TNXP,NASDAQ,264779999.0,264540000.0,12/31/20,2800000.0,388.62,1.06
TOK,ARCA,2100000.0,,12/31/20,231.0,-4.94,
TOL,NYSE,124840000.0,113620000.0,12/31/20,5940000.0,-6.99,5.23
TOLZ,ARCA,3570000.0,,12/31/20,13133.0,447.66,
TOMZ,NASDAQ,16760000.0,10160000.0,12/31/20,111825.0,199.13,1.1
TOPS,NASDAQ,1540000.0,39830000.0,12/31/20,2570000.0,23.17,6.45
TOT,NYSE,2650000000.0,2630000000.0,12/31/20,5150000.0,-9.25,0.2
TOTL,ARCA,66400000.0,,12/31/20,367213.0,-44.83,
TOUR,NASDAQ,117580000.0,116130000.0,12/31/20,1400000.0,-1.21,1.2
TOWN,NASDAQ,72620000.0,64629999.0,12/31/20,806724.0,73.94,1.25
TPAY,ARCA,250000.0,,,,,
TPB,NYSE,19160000.0,17320000.0,12/31/20,1020000.0,7.82,5.87
TPC,NYSE,50830000.0,43560000.0,12/31/20,3910000.0,1.14,8.99
TPCO,NASDAQ,36530000.0,22060000.0,12/31/20,697344.0,-27.5,3.16
TPGY,NYSE,35000000.0,,12/31/20,658013.0,-77.56,
TPH,NYSE,130330000.0,124260000.0,12/31/20,9870000.0,5.17,7.94
TPHD,ARCA,4700000.0,,12/31/20,6950.0,-69.48,
TPHS,AMEX,32150000.0,25830000.0,12/31/20,127968.0,-5.0,0.5
TPIC,NASDAQ,35350000.0,33890000.0,12/31/20,2810000.0,-4.06,8.28
TPIF,ARCA,2650000.0,,12/31/20,3008.0,-87.75,
TPL,NYSE,7760000.0,7740000.0,12/31/20,145691.0,6.18,1.88
TPLC,ARCA,5300000.0,,12/31/20,6157.0,30.25,
TPOR,ARCA,1900000.0,,12/31/20,2873.0,-93.77,
TPR,NYSE,277410000.0,275000000.0,12/31/20,6840000.0,-9.34,2.49
TPRE,NYSE,95530000.0,79880000.0,12/31/20,988114.0,6.06,1.24
TPSC,ARCA,1150000.0,,12/31/20,3138.0,-16.63,
TPTX,NASDAQ,48170000.0,44030000.0,12/31/20,2200000.0,-10.47,4.99
TPVG,NYSE,30830000.0,,12/31/20,173536.0,76.91,
TPVY,NYSE,,,12/31/20,1917.0,-63.53,
TPX,NYSE,206350000.0,201680000.0,12/31/20,7320000.0,-13.65,3.63
TPYP,ARCA,18850000.0,,12/31/20,17459.0,18.23,
TPZ,NYSE,6950000.0,,12/31/20,28388.0,132.88,
TQQQ,NASDAQ,51100000.0,,12/31/20,1430000.0,-16.84,
TR,NYSE,39340000.0,16110000.0,12/31/20,7390000.0,1.74,45.85
TRC,NYSE,26240000.0,24480000.0,12/31/20,370621.0,-0.68,1.51
TRCH,NASDAQ,99330000.0,69700000.0,12/31/20,6880000.0,3.32,9.86
TREB,NYSE,51750000.0,,12/31/20,28903.0,-49.08,
TREC,NYSE,24820000.0,21480000.0,12/31/20,190188.0,-3.26,0.89
TREE,NASDAQ,13120000.0,11420000.0,12/31/20,1620000.0,-10.91,14.21
TREX,NYSE,115790000.0,115170000.0,12/31/20,8490000.0,-2.43,7.37
TRGP,NYSE,233200000.0,223880000.0,12/31/20,3270000.0,-12.52,1.46
TRHC,NASDAQ,23830000.0,21790000.0,12/31/20,5820000.0,6.73,26.72
TRI,NYSE,497120000.0,166250000.0,12/31/20,1240000.0,12.65,0.75
TRIB,NASDAQ,20900000.0,,12/31/20,149952.0,32.39,
TRIL,NASDAQ,100710000.0,79670000.0,12/31/20,10190000.0,4.21,12.79
TRIP,NASDAQ,121730000.0,93360000.0,12/31/20,15020000.0,19.6,16.09
TRIT,NASDAQ,83200000.0,23250000.0,12/31/20,4860000.0,119.37,20.92
TRMB,NASDAQ,250220000.0,248970000.0,12/31/20,2250000.0,-11.93,0.9
TRMD,NASDAQ,74860000.0,20970000.0,12/31/20,57170.0,-12.49,0.27
TRMK,NASDAQ,63420000.0,62420000.0,12/31/20,1280000.0,9.11,2.05
TRMT,NASDAQ,8300000.0,8180000.0,12/31/20,1512.0,-48.34,0.02
TRN,NYSE,114160000.0,111040000.0,12/31/20,14050000.0,1.23,12.65
TRND,ARCA,1450000.0,,12/31/20,41790.0,10.84,
TRNO,NYSE,68320000.0,66780000.0,12/31/20,1210000.0,34.99,1.81
TRNS,NASDAQ,7430000.0,6910000.0,12/31/20,55236.0,2.71,0.8
TROW,NASDAQ,226430000.0,223720000.0,12/31/20,4430000.0,-14.12,1.98
TROX,NYSE,143560000.0,87810000.0,12/31/20,4370000.0,0.41,4.98
TRP,NYSE,940060000.0,938760000.0,12/31/20,13250000.0,89.76,1.41
TRQ,NYSE,201230000.0,98970000.0,12/31/20,850537.0,-13.15,0.86
TRS,NASDAQ,45500000.0,42620000.0,12/31/20,679571.0,10.01,1.59
TRST,NASDAQ,96430000.0,94010000.0,12/31/20,1330000.0,27.0,1.42
TRT,AMEX,3710000.0,2069999.0,12/31/20,828.0,-78.97,0.04
TRTN,NYSE,68610000.0,67370000.0,12/31/20,1280000.0,-2.29,1.89
TRTN.PRA,NYSE,,,12/31/20,3022.0,-36.95,
TRTN.PRB,NYSE,,,12/31/20,4337.0,450.38,
TRTN.PRC,NYSE,,,12/31/20,7810.0,154.31,
TRTN.PRD,NYSE,,,12/31/20,17483.0,135.87,
TRTX,NYSE,76760000.0,60990000.0,12/31/20,1140000.0,4.36,1.87
TRU,NYSE,190300000.0,189240000.0,12/31/20,1620000.0,11.58,0.86
TRUE,NASDAQ,104090000.0,91760000.0,12/31/20,9730000.0,7.98,10.61
TRUP,NASDAQ,35580000.0,26270000.0,12/31/20,2880000.0,-9.07,10.98
TRV,NYSE,253310000.0,252490000.0,12/31/20,6020000.0,2.19,2.39
TRVG,NASDAQ,55110000.0,55020000.0,12/31/20,1990000.0,-17.44,3.62
TRVI,NASDAQ,18380000.0,4300000.0,12/31/20,44710.0,-0.83,1.04
TRVN,NASDAQ,157030000.0,149620000.0,12/31/20,24740000.0,7.64,16.53
TRX,AMEX,208640000.0,201100000.0,12/31/20,2260000.0,-4.16,1.12
TRXC,AMEX,176000000.0,129680000.0,12/31/20,6840000.0,-1.58,5.27
TS,NYSE,,589340000.0,12/31/20,9590000.0,-1.4,1.63
TSBK,NASDAQ,8320000.0,7250000.0,12/31/20,57691.0,14.89,0.8
TSC,NASDAQ,29830000.0,24400000.0,12/31/20,620536.0,7.81,2.54
TSCAP,NASDAQ,,,12/31/20,986.0,-26.09,
TSCBP,NASDAQ,,,12/31/20,1803.0,-1.85,
TSCO,NASDAQ,116500000.0,115760000.0,12/31/20,4930000.0,17.16,4.26
TSE,NYSE,38270000.0,37640000.0,12/31/20,1620000.0,-24.39,4.3
TSEM,NASDAQ,107260000.0,98780000.0,12/31/20,754177.0,2.48,0.76
TSHA,NASDAQ,37760000.0,7710000.0,12/31/20,1810000.0,83.39,23.51
TSI,NYSE,47750000.0,,12/31/20,96260.0,-19.99,
TSIA,NASDAQ,37500000.0,,12/31/20,,,
TSIAU,NASDAQ,30000000.0,,12/31/20,1139.0,-43.86,
TSLA,NASDAQ,947900000.0,758280000.0,12/31/20,60620000.0,34.04,7.99
TSLX,NYSE,67630000.0,64620000.0,12/31/20,962089.0,10.41,1.49
TSM,NYSE,,5190000000.0,12/31/20,13740000.0,-30.28,0.27
TSN,NYSE,294790000.0,289730000.0,12/31/20,3060000.0,-19.35,1.06
TSQ,NYSE,14330000.0,10310000.0,12/31/20,84931.0,-6.86,0.82
TSRI,NASDAQ,1960000.0,1290000.0,12/31/20,2168.0,-45.96,0.17
TT,NYSE,240120000.0,239210000.0,12/31/20,1960000.0,8.29,0.82
TTC,NYSE,107300000.0,106790000.0,12/31/20,1030000.0,-3.81,0.96
TTCF,NASDAQ,65120000.0,9360000.0,12/31/20,7300000.0,44.87,77.96
TTD,NASDAQ,41950000.0,41520000.0,12/31/20,1860000.0,-12.38,4.47
TTEC,NASDAQ,46740000.0,18210000.0,12/31/20,379795.0,45.98,2.09
TTEK,NASDAQ,53780000.0,52840000.0,12/31/20,951428.0,17.35,1.8
TTGT,NASDAQ,27540000.0,25030000.0,12/31/20,1710000.0,74.38,6.81
TTI,NYSE,125980000.0,120000000.0,12/31/20,889209.0,-11.35,0.74
TTM,NYSE,719490000.0,617780000.0,12/31/20,4740000.0,1.59,0.77
TTMI,NASDAQ,106740000.0,98210000.0,12/31/20,13370000.0,-3.58,13.61
TTNP,NASDAQ,7080000.0,7070000.0,12/31/20,600570.0,-28.05,8.5
TTOO,NASDAQ,147960000.0,140840000.0,12/31/20,7680000.0,-4.9,5.45
TTP,NYSE,2500000.0,,12/31/20,39746.0,16.55,
TTT,ARCA,1090000.0,,12/31/20,26311.0,-55.86,
TTWO,NASDAQ,115020000.0,112960000.0,12/31/20,3290000.0,-9.45,2.91
TU,NYSE,1280000000.0,1280000000.0,12/31/20,5000000.0,17.17,0.39
TUFN,NYSE,35710000.0,16239999.0,12/31/20,491072.0,61.38,3.02
TUP,NYSE,49180000.0,47270000.0,12/31/20,3160000.0,5.9,6.67
TUR,NASDAQ,11550000.0,,12/31/20,785690.0,-20.41,
TURN,NASDAQ,10370000.0,9710000.0,12/31/20,80360.0,36.02,0.83
TUSA,NASDAQ,400002.0,,12/31/20,179.0,306.82,
TUSK,NASDAQ,45770000.0,33750000.0,12/31/20,407547.0,-8.08,1.21
TV,NYSE,,468420000.0,12/31/20,1120000.0,-21.09,0.24
TVACU,NASDAQ,17250000.0,,12/31/20,2626.0,-88.51,
TVC,NYSE,,,12/31/20,3169.0,153.32,
TVE,NYSE,,,12/31/20,2047.0,92.93,
TVTX,NASDAQ,51050000.0,50450000.0,12/31/20,4220000.0,-9.87,8.36
TVTY,NASDAQ,48620000.0,41280000.0,12/31/20,7630000.0,-2.37,18.48
TW,NASDAQ,91230000.0,89580000.0,12/31/20,2060000.0,-17.66,2.3
TWCT,NASDAQ,60000000.0,,12/31/20,855495.0,12453.12,
TWCTU,NASDAQ,52500000.0,,12/31/20,7050.0,-90.82,
TWI,NYSE,60920000.0,57800000.0,12/31/20,1860000.0,4.12,3.21
TWIN,NASDAQ,13570000.0,10210000.0,12/31/20,76583.0,7.49,0.75
TWLO,NYSE,137400000.0,137950000.0,12/31/20,5300000.0,-25.2,3.84
TWM,ARCA,17360000.0,,12/31/20,582648.0,-30.04,
TWN,NYSE,7490000.0,,12/31/20,5376.0,12.59,
TWND,NYSE,33420000.0,,12/31/20,141371.0,-59.85,
TWNK,NASDAQ,126210000.0,125730000.0,12/31/20,18910000.0,2.59,15.04
TWO,NYSE,273710000.0,271350000.0,12/31/20,6810000.0,-16.98,2.51
TWO.PRA,NYSE,,,12/31/20,234883.0,0.25,
TWO.PRB,NYSE,,,12/31/20,456649.0,-0.18,
TWO.PRC,NYSE,,,12/31/20,667598.0,1.0,
TWO.PRD,NYSE,,,12/31/20,2531.0,-25.34,
TWO.PRE,NYSE,,,12/31/20,4804.0,98.92,
TWOU,NASDAQ,72070000.0,69670000.0,12/31/20,12180000.0,2.34,17.48
TWST,NASDAQ,47880000.0,42550000.0,12/31/20,2510000.0,-13.84,5.91
TWTR,NYSE,795350000.0,774430000.0,12/31/20,21080000.0,-3.15,2.72
TX,NYSE,196310000.0,196290000.0,12/31/20,405779.0,49.98,0.21
TXG,NASDAQ,80160000.0,61150000.0,12/31/20,960805.0,-12.44,1.57
TXMD,NASDAQ,299770000.0,265529999.0,12/31/20,76900000.0,-2.93,28.96
TXN,NASDAQ,917940000.0,916510000.0,12/31/20,13330000.0,-0.57,1.45
TXRH,NASDAQ,69480000.0,65930000.0,12/31/20,3700000.0,-16.89,5.61
TXT,NYSE,228870000.0,227820000.0,12/31/20,3250000.0,-6.04,1.43
TY,NYSE,53560000.0,,12/31/20,816125.0,-1.51,
TY.PR,NYSE,,,12/15/20,128.0,-20.0,
TYD,ARCA,300000.0,,12/31/20,7217.0,-38.3,
TYG,NYSE,13430000.0,,12/31/20,13613.0,31.49,
TYHT,NASDAQ,3040000.0,2490000.0,12/31/20,32053.0,213.29,1.29
TYL,NYSE,40240000.0,39770000.0,12/31/20,1010000.0,-17.3,2.54
TYME,NASDAQ,130169999.0,63490000.0,12/31/20,2040000.0,0.06,3.21
TYO,ARCA,800000.0,,12/31/20,61251.0,0.73,
TZA,ARCA,71590000.0,,12/31/20,2049999.0,-32.55,
TZOO,NASDAQ,11310000.0,6780000.0,12/31/20,143978.0,16.36,2.12
TZPSU,NASDAQ,25000000.0,,,,,
U,NYSE,270780000.0,121060000.0,12/31/20,6730000.0,32.36,5.56
UA,NYSE,231510000.0,193060000.0,12/31/20,23730000.0,1.76,12.29
UAA,NYSE,188530000.0,187680000.0,12/31/20,13360000.0,-4.76,7.12
UAE,NASDAQ,1150000.0,,12/31/20,51282.0,-8.65,
UAL,NASDAQ,292660000.0,291990000.0,12/31/20,13750000.0,-3.11,4.71
UAMY,AMEX,75800000.0,58560000.0,12/31/20,939059.0,41.79,1.6
UAN,NYSE,11100000.0,7050000.0,12/31/20,13638.0,38.4,0.19
UAVS,AMEX,58640000.0,52490000.0,12/31/20,4510000.0,61.8,8.59
UBA,NYSE,30120000.0,29570000.0,12/31/20,576395.0,13.95,1.95
UBCP,NASDAQ,5980000.0,5210000.0,12/31/20,2238.0,4.73,0.04
UBER,NYSE,1760000000.0,1310000000.0,12/31/20,55120000.0,-0.42,4.21
UBFO,NASDAQ,16980000.0,13290000.0,12/31/20,132510.0,26.04,1.0
UBOH,NASDAQ,3270000.0,2560000.0,12/31/20,1222.0,-67.61,0.05
UBOT,ARCA,1270000.0,,12/31/20,3794.0,131.2,
UBP,NYSE,10180000.0,1930000.0,12/31/20,1500.0,-72.54,0.08
UBP.PRH,NYSE,,,12/31/20,4543.0,225.2,
UBP.PRK,NYSE,,,12/31/20,3454.0,-40.18,
UBR,ARCA,241560.0,,12/31/20,8934.0,-36.45,
UBS,NYSE,,3360000000.0,12/31/20,8830000.0,-12.02,0.26
UBSI,NASDAQ,129759999.0,127020000.0,12/31/20,3170000.0,7.61,2.5
UBT,ARCA,750000.0,,12/31/20,2087.0,-77.96,
UBX,NASDAQ,52040000.0,28820000.0,12/31/20,3210000.0,-0.45,11.15
UCBI,NASDAQ,86620000.0,85550000.0,12/31/20,1880000.0,52.99,2.19
UCBIO,NASDAQ,4000000.0,,12/31/20,19885.0,-27.38,
UCC,ARCA,325000.0,,12/31/20,4650.0,-5.24,
UCIB,ARCA,2820000.0,,12/31/20,287.0,51.85,
UCL,NASDAQ,15950000.0,,12/31/20,3494.0,-8.82,
UCO,ARCA,22560000.0,,12/31/20,1310000.0,-1.46,
UCON,ARCA,9250000.0,,12/31/20,7070.0,-82.17,
UCTT,NASDAQ,40500000.0,39250000.0,12/31/20,1570000.0,-18.37,4.0
UDN,ARCA,4700000.0,,12/31/20,42297.0,-81.16,
UDOW,ARCA,6050000.0,,12/31/20,256407.0,1.9,
UDR,NYSE,294480000.0,291660000.0,12/31/20,7370000.0,-4.28,2.53
UE,NYSE,116700000.0,112490000.0,12/31/20,3180000.0,7.99,2.83
UEC,AMEX,199060000.0,194700000.0,12/31/20,17820000.0,1.27,9.15
UEIC,NASDAQ,13930000.0,13090000.0,12/31/20,296956.0,7.94,2.27
UEPS,NASDAQ,56640000.0,40480000.0,12/31/20,148197.0,-3.14,0.37
UEVM,ARCA,6150000.0,,12/31/20,1427.0,-46.55,
UFAB,AMEX,,7150000.0,12/31/20,73503.0,-3.03,1.03
UFCS,NASDAQ,25030000.0,21100000.0,12/31/20,353212.0,39.57,1.67
UFI,NYSE,18450000.0,16309999.0,12/31/20,249769.0,-22.4,1.53
UFO,NASDAQ,2330000.0,,12/31/20,8824.0,45.95,
UFPI,NASDAQ,61190000.0,59360000.0,12/31/20,1210000.0,31.81,2.04
UFPT,NASDAQ,7490000.0,6740000.0,12/31/20,100828.0,-1.63,1.5
UFS,NYSE,55190000.0,55000000.0,12/31/20,1620000.0,-13.31,2.95
UG,NASDAQ,,2880000.0,12/31/20,4316.0,376.91,0.15
UGA,ARCA,3300000.0,,12/31/20,21028.0,15.16,
UGE,ARCA,150000.0,,12/31/20,17020.0,-14.26,
UGI,NYSE,208430000.0,207060000.0,12/31/20,2410000.0,1.77,1.17
UGL,ARCA,4099999.0,,12/31/20,19298.0,-46.29,
UGP,NYSE,1120000000.0,,12/31/20,556460.0,-44.89,
UHAL,NASDAQ,19610000.0,8930000.0,12/31/20,137624.0,-6.12,1.54
UHS,NYSE,77720000.0,74580000.0,12/31/20,1120000.0,-18.98,1.5
UHT,NYSE,13770000.0,12720000.0,12/31/20,170182.0,38.14,1.34
UI,NYSE,62850000.0,6500000.0,12/31/20,1010000.0,-11.41,15.54
UIHC,NASDAQ,43080000.0,20300000.0,12/31/20,186709.0,16.14,0.92
UIS,NYSE,63040000.0,61310000.0,12/31/20,6830000.0,-7.21,11.15
